DAYSAHEAD,TARGETDATE,FORECASTDEMAND,CARDINALPOINT,CP_TYPE,CP_ST_TIME,CP_END_TIME,F_Point,FORECAST_TIMESTAMP
7,2019-01-28,25110,1B,T,430,730,"",2019-01-21T11:43:22Z
7,2019-01-28,41560,2F,P,800,900,"",2019-01-21T11:43:22Z
7,2019-01-28,41600,2A,P,930,1030,DM,2019-01-21T11:43:22Z
7,2019-01-28,40650,2B,P,1100,1300,"",2019-01-21T11:43:22Z
7,2019-01-28,41100,3B,T,1330,1630,Dm,2019-01-21T11:43:22Z
7,2019-01-28,47740,DP,P,1700,1930,EM,2019-01-21T11:43:22Z
7,2019-01-28,41590,4B,F,2100,2100,"",2019-01-21T11:43:22Z
7,2019-01-28,28730,4C,F,2400,2400,"",2019-01-21T11:43:22Z
7,2019-01-29,28100,1F,F,30,30,"",2019-01-22T11:48:55Z
7,2019-01-29,28450,1A,P,100,230,"",2019-01-22T11:48:55Z
7,2019-01-29,27180,03,F,300,300,"",2019-01-22T11:48:55Z
7,2019-01-29,26340,04,F,400,400,Om,2019-01-22T11:48:55Z
7,2019-01-29,26530,1B,T,430,730,"",2019-01-22T11:48:55Z
7,2019-01-29,42050,2F,P,800,900,"",2019-01-22T11:48:55Z
7,2019-01-29,42120,2A,P,930,1030,DM,2019-01-22T11:48:55Z
7,2019-01-29,41400,2B,P,1100,1300,"",2019-01-22T11:48:55Z
7,2019-01-29,41710,3B,T,1330,1630,Dm,2019-01-22T11:48:55Z
7,2019-01-29,48260,DP,P,1700,1930,EM,2019-01-22T11:48:55Z
7,2019-01-29,42150,4B,F,2100,2100,"",2019-01-22T11:48:55Z
7,2019-01-29,29330,4C,F,2400,2400,"",2019-01-22T11:48:55Z
7,2019-01-30,28450,1F,F,30,30,"",2019-01-23T10:59:29Z
7,2019-01-30,28790,1A,P,100,230,"",2019-01-23T10:59:29Z
7,2019-01-30,27690,03,F,300,300,"",2019-01-23T10:59:29Z
7,2019-01-30,26810,04,F,400,400,Om,2019-01-23T10:59:29Z
7,2019-01-30,26970,1B,T,430,730,"",2019-01-23T10:59:29Z
7,2019-01-30,42180,2F,P,800,900,DM,2019-01-23T10:59:29Z
7,2019-01-30,41980,2A,P,930,1030,"",2019-01-23T10:59:29Z
7,2019-01-30,41200,2B,P,1100,1300,"",2019-01-23T10:59:29Z
7,2019-01-30,41490,3B,T,1330,1630,Dm,2019-01-23T10:59:29Z
7,2019-01-30,48160,DP,P,1700,1930,EM,2019-01-23T10:59:29Z
7,2019-01-30,41990,4B,F,2100,2100,"",2019-01-23T10:59:29Z
7,2019-01-30,29240,4C,F,2400,2400,"",2019-01-23T10:59:29Z
7,2019-01-31,29330,1F,F,30,30,"",2019-01-24T12:11:22Z
7,2019-01-31,29760,1A,P,100,230,"",2019-01-24T12:11:22Z
7,2019-01-31,28680,03,F,300,300,"",2019-01-24T12:11:22Z
7,2019-01-31,27800,04,F,400,400,"",2019-01-24T12:11:22Z
7,2019-01-31,27610,1B,T,430,730,Om,2019-01-24T12:11:22Z
7,2019-01-31,42930,2F,P,800,900,"",2019-01-24T12:11:22Z
7,2019-01-31,43000,2A,P,930,1030,DM,2019-01-24T12:11:22Z
7,2019-01-31,42240,2B,P,1100,1300,"",2019-01-24T12:11:22Z
7,2019-01-31,42320,3B,T,1330,1630,Dm,2019-01-24T12:11:22Z
7,2019-01-31,48740,DP,P,1700,1930,EM,2019-01-24T12:11:22Z
7,2019-01-31,42570,4B,F,2100,2100,"",2019-01-24T12:11:22Z
7,2019-01-31,29920,4C,F,2400,2400,"",2019-01-24T12:11:22Z
7,2019-02-01,28970,1F,F,30,30,"",2019-01-25T11:30:39Z
7,2019-02-01,29520,1A,P,100,230,"",2019-01-25T11:30:39Z
7,2019-02-01,28310,03,F,300,300,"",2019-01-25T11:30:39Z
7,2019-02-01,27390,04,F,400,400,Om,2019-01-25T11:30:39Z
7,2019-02-01,27430,1B,T,430,730,"",2019-01-25T11:30:39Z
7,2019-02-01,42760,2F,P,800,900,"",2019-01-25T11:30:39Z
7,2019-02-01,43190,2A,P,930,1030,DM,2019-01-25T11:30:39Z
7,2019-02-01,42910,2B,P,1100,1300,"",2019-01-25T11:30:39Z
7,2019-02-01,41840,3B,T,1330,1630,Dm,2019-01-25T11:30:39Z
7,2019-02-01,46880,DP,P,1700,1930,EM,2019-01-25T11:30:39Z
7,2019-02-01,40600,4B,F,2100,2100,"",2019-01-25T11:30:39Z
7,2019-02-01,29700,4C,F,2400,2400,"",2019-01-25T11:30:39Z
7,2019-02-02,28890,1F,F,30,30,"",2019-01-26T14:12:04Z
7,2019-02-02,29340,1A,P,100,230,"",2019-01-26T14:12:04Z
7,2019-02-02,27280,03,F,300,300,"",2019-01-26T14:12:04Z
7,2019-02-02,25900,04,F,400,400,"",2019-01-26T14:12:04Z
7,2019-02-02,25740,1B,T,430,730,Om,2019-01-26T14:12:04Z
7,2019-02-02,35630,2F,P,800,900,"",2019-01-26T14:12:04Z
7,2019-02-02,37270,2A,P,930,1030,DM,2019-01-26T14:12:04Z
7,2019-02-02,36940,2B,P,1100,1300,"",2019-01-26T14:12:04Z
7,2019-02-02,36370,3B,T,1330,1630,Dm,2019-01-26T14:12:04Z
7,2019-02-02,43280,DP,P,1700,1930,EM,2019-01-26T14:12:04Z
7,2019-02-02,37270,4B,F,2100,2100,"",2019-01-26T14:12:04Z
7,2019-02-02,28860,4C,F,2400,2400,"",2019-01-26T14:12:04Z
7,2019-02-03,28540,1F,F,30,30,"",2019-01-27T12:32:18Z
7,2019-02-03,29000,1A,P,100,230,"",2019-01-27T12:32:18Z
7,2019-02-03,27270,03,F,300,300,"",2019-01-27T12:32:18Z
7,2019-02-03,26000,04,F,400,400,"",2019-01-27T12:32:18Z
7,2019-02-03,25610,1B,T,430,730,Om,2019-01-27T12:32:18Z
7,2019-02-03,32350,2F,P,800,900,"",2019-01-27T12:32:18Z
7,2019-02-03,35600,2A,P,930,1030,"",2019-01-27T12:32:18Z
7,2019-02-03,36390,2B,P,1100,1300,DM,2019-01-27T12:32:18Z
7,2019-02-03,36890,3B,T,1330,1630,Dm,2019-01-27T12:32:18Z
7,2019-02-03,44500,DP,P,1700,1930,EM,2019-01-27T12:32:18Z
7,2019-02-03,38570,4B,F,2100,2100,"",2019-01-27T12:32:18Z
7,2019-02-03,28100,4C,F,2400,2400,"",2019-01-27T12:32:18Z
7,2019-02-04,27650,1F,F,30,30,"",2019-01-28T12:49:15Z
7,2019-02-04,28340,1A,P,100,230,"",2019-01-28T12:49:15Z
7,2019-02-04,27660,03,F,300,300,"",2019-01-28T12:49:15Z
7,2019-02-04,27050,04,F,400,400,Om,2019-01-28T12:49:15Z
7,2019-02-04,27120,1B,T,430,730,"",2019-01-28T12:49:15Z
7,2019-02-04,43430,2F,P,800,900,"",2019-01-28T12:49:15Z
7,2019-02-04,43550,2A,P,930,1030,DM,2019-01-28T12:49:15Z
7,2019-02-04,43050,2B,P,1100,1300,"",2019-01-28T12:49:15Z
7,2019-02-04,42670,3B,T,1330,1630,Dm,2019-01-28T12:49:15Z
7,2019-02-04,48680,DP,P,1700,1930,EM,2019-01-28T12:49:15Z
7,2019-02-04,42450,4B,F,2100,2100,"",2019-01-28T12:49:15Z
7,2019-02-04,29410,4C,F,2400,2400,"",2019-01-28T12:49:15Z
7,2019-02-05,28140,1F,F,30,30,"",2019-01-29T11:27:02Z
7,2019-02-05,28670,1A,P,100,230,"",2019-01-29T11:27:02Z
7,2019-02-05,27600,03,F,300,300,"",2019-01-29T11:27:02Z
7,2019-02-05,26660,04,F,400,400,Om,2019-01-29T11:27:02Z
7,2019-02-05,26810,1B,T,430,730,"",2019-01-29T11:27:02Z
7,2019-02-05,41930,2F,P,800,900,DM,2019-01-29T11:27:02Z
7,2019-02-05,41420,2A,P,930,1030,"",2019-01-29T11:27:02Z
7,2019-02-05,40510,2B,P,1100,1300,"",2019-01-29T11:27:02Z
7,2019-02-05,40910,3B,T,1330,1630,Dm,2019-01-29T11:27:02Z
7,2019-02-05,47820,DP,P,1700,1930,EM,2019-01-29T11:27:02Z
7,2019-02-05,41760,4B,F,2100,2100,"",2019-01-29T11:27:02Z
7,2019-02-05,29040,4C,F,2400,2400,"",2019-01-29T11:27:02Z
7,2019-02-06,28740,1F,F,30,30,"",2019-01-30T13:33:35Z
7,2019-02-06,29240,1A,P,100,230,"",2019-01-30T13:33:35Z
7,2019-02-06,28160,03,F,300,300,"",2019-01-30T13:33:35Z
7,2019-02-06,27170,04,F,400,400,Om,2019-01-30T13:33:35Z
7,2019-02-06,27230,1B,T,430,730,"",2019-01-30T13:33:35Z
7,2019-02-06,41910,2F,P,800,900,"",2019-01-30T13:33:35Z
7,2019-02-06,42050,2A,P,930,1030,DM,2019-01-30T13:33:35Z
7,2019-02-06,41380,2B,P,1100,1300,"",2019-01-30T13:33:35Z
7,2019-02-06,41380,3B,T,1330,1630,Dm,2019-01-30T13:33:35Z
7,2019-02-06,47680,DP,P,1700,1930,EM,2019-01-30T13:33:35Z
7,2019-02-06,41590,4B,F,2100,2100,"",2019-01-30T13:33:35Z
7,2019-02-06,29110,4C,F,2400,2400,"",2019-01-30T13:33:35Z
7,2019-02-07,28290,1F,F,30,30,"",2019-01-31T14:36:29Z
7,2019-02-07,28850,1A,P,100,230,"",2019-01-31T14:36:29Z
7,2019-02-07,27360,03,F,300,300,"",2019-01-31T14:36:29Z
7,2019-02-07,26430,04,F,400,400,Om,2019-01-31T14:36:29Z
7,2019-02-07,26540,1B,T,430,730,"",2019-01-31T14:36:29Z
7,2019-02-07,40810,2F,P,800,900,"",2019-01-31T14:36:29Z
7,2019-02-07,41340,2A,P,930,1030,DM,2019-01-31T14:36:29Z
7,2019-02-07,40460,2B,P,1100,1300,"",2019-01-31T14:36:29Z
7,2019-02-07,40880,3B,T,1330,1630,Dm,2019-01-31T14:36:29Z
7,2019-02-07,47490,DP,P,1700,1930,EM,2019-01-31T14:36:29Z
7,2019-02-07,41830,4B,F,2100,2100,"",2019-01-31T14:36:29Z
7,2019-02-07,29620,4C,F,2400,2400,"",2019-01-31T14:36:29Z
7,2019-02-08,28190,1F,F,30,30,"",2019-02-01T13:54:53Z
7,2019-02-08,28550,1A,P,100,230,"",2019-02-01T13:54:53Z
7,2019-02-08,26880,03,F,300,300,"",2019-02-01T13:54:53Z
7,2019-02-08,25990,04,F,400,400,"",2019-02-01T13:54:53Z
7,2019-02-08,25840,1B,T,430,730,Om,2019-02-01T13:54:53Z
7,2019-02-08,40040,2F,P,800,900,"",2019-02-01T13:54:53Z
7,2019-02-08,40460,2A,P,930,1030,DM,2019-02-01T13:54:53Z
7,2019-02-08,39610,2B,P,1100,1300,"",2019-02-01T13:54:53Z
7,2019-02-08,39120,3B,T,1330,1630,Dm,2019-02-01T13:54:53Z
7,2019-02-08,44250,DP,P,1700,1930,EM,2019-02-01T13:54:53Z
7,2019-02-08,38510,4B,F,2100,2100,"",2019-02-01T13:54:53Z
7,2019-02-08,28410,4C,F,2400,2400,"",2019-02-01T13:54:53Z
7,2019-02-09,27850,1F,F,30,30,"",2019-02-02T11:45:52Z
7,2019-02-09,28100,1A,P,100,230,"",2019-02-02T11:45:52Z
